States,1,2,3,4,5,6,7,8,9
1,0.7531941808981657,0.09993674889310562,0.008855154965211892,0.03200506008855155,0.004554079696394687,0.004554079696394687,0.05249841872232764,0.004301075268817204,0.04010120177103099
2,0.12471093491906178,0.5493888338288735,0.05814337628014536,0.029897588371324745,0.01899570531879749,0.01453584407003634,0.11000991080277503,0.010736703006276842,0.08358110340270895
3,0.029277998862990335,0.10488914155770324,0.541785105173394,0.03553155201819216,0.03496304718590108,0.06196702671972712,0.07959067652075043,0.0267197271176805,0.08527572484366117
4,0.10023947998631542,0.06192268217584673,0.0376325692781389,0.6195689360246323,0.009237085186452275,0.056448853917208344,0.06260691070817653,0.013000342114266164,0.03934314060896339
5,0.012506012506012507,0.06349206349206349,0.06637806637806638,0.015392015392015393,0.6373256373256373,0.03222703222703223,0.07792207792207792,0.026936026936026935,0.06782106782106782
6,0.02574102964118565,0.05499219968798752,0.08229329173166927,0.06630265210608424,0.039781591263650544,0.5819032761310452,0.05811232449297972,0.035491419656786274,0.05538221528861154
7,0.08431568431568431,0.13526473526473526,0.05914085914085914,0.02777222777222777,0.03876123876123876,0.02157842157842158,0.5298701298701298,0.029970029970029972,0.07332667332667332
8,0.021393307734503566,0.026330224904004388,0.03784969829950631,0.014810751508502468,0.026330224904004388,0.04552934722984092,0.05924300603400987,0.6478332419089413,0.12068019747668678
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
